lat,lon,EAGLE_site_index,test_split
42.279369354248,-85.721794128418,65,true
42.331386566162,-85.670448303223,66,false
41.60539,-81.08543,67,false
43.08045437569,-82.624646757408,68,false
39.516532897949,-119.84824371338,69,false
41.722568511963,-85.37149810791,70,true
39.012766411709,-94.395262269246,71,false
41.716930236688,-85.016779922925,72,true
42.77103805542,-84.763816833496,73,false
42.299530029297,-83.75040435791,74,false
41.1938,-81.5797,75,false
42.238925933838,-84.729759216309,76,false
38.850327,-119.085551,77,false
44.713802337646,-85.621719360352,78,true
39.044141707031,-94.28681603475,79,true
39.046198702377,-94.288548447414,80,true
39.560329437256,-119.83493804932,81,false
42.360992431641,-85.5859375,82,true
42.922190265227,-85.767161978921,83,false
38.62,-90.38,84,true
38.612216949463,-90.259674072266,85,false
39.574615478516,-119.79904937744,86,true
41.387,-83.772,87,false
38.637027740479,-90.299537658691,88,false
41.6167,-83.7667,89,true
42.245079040527,-85.151885986328,90,true
47.525539398193,-113.67292022705,91,true
39.547439575195,-119.56652832031,92,false
43.009722309057,-82.572268375486,93,true
43.003135681152,-85.63370513916,94,true
42.267772674561,-85.603622436523,95,false
41.005,-81.9778,96,true
45.39958190918,-84.472953796387,97,true
41.713890075684,-85.030517578125,98,false
42.174005473888,-85.769340446921,99,false
42.236289978027,-84.941970825195,100,false
42.963104248047,-85.705238342285,101,false
42.241371154785,-84.73607635498,102,false
41.5912,-83.765,103,true
42.653670046317,-82.518771687824,104,true
36.11848514,-84.19866223,105,true
39.521464166492,-119.83168736457,106,false
40.13,-82.96983,107,false
42.337211608887,-85.172943115234,108,true
43.039951324463,-82.490020751953,109,false
43.107280727123,-82.491010901911,110,false
42.766905980991,-83.114027576814,111,false
41.5907,-83.4404,112,false
43.021606445313,-82.64208984375,113,false
42.432576921633,-85.419112192885,114,true
39.590175628662,-118.67442321777,115,true
42.208319948888,-83.464289583707,116,true
43.099662780762,-82.613258361816,117,false
38.2375,-122.0386,118,true
42.242110883561,-83.710276513657,119,true
47.182838439941,-88.639213562012,120,true
43.709293365479,-85.337020874023,121,false
42.431526184082,-85.422035217285,122,false
41.719955444336,-85.375061035156,123,true
42.216180052549,-85.671274106614,124,false
42.476959741463,-83.156229879095,125,false
41.432861328125,-85.247497558594,126,true
41.503200531006,-85.373756408691,127,false
38.5808,-121.57,128,true
42.355606079102,-85.585342407227,129,false
41.69765,-81.23497,130,false
41.317,-83.425,131,true
41.5594,-82.8497,132,false
42.710906982422,-83.482200622559,133,true
43.060488502803,-85.5765694082,134,false
42.291809082031,-85.787780761719,135,true
41.720839242014,-85.373320833658,136,false
42.242279052734,-85.163879394531,137,false
42.397705078125,-85.386665344238,138,true
40.117,-82.962,139,true
41.164087,-85.470029,140,false
41.534,-81.651,141,false
42.380058288574,-85.940521240234,142,true
38.799732208252,-90.837409973145,143,false
41.7033094414,-85.024153582443,144,false
40.07,-82.88,145,true
42.798108600709,-85.984271901871,146,false
35.603054046631,-83.787658691406,147,false
39.0711457052,-94.236767179833,148,false
41.71,-85.03,149,false
42.54532623291,-83.644386291504,150,false
42.96828725721,-82.421181659846,151,true
41.029573135805,-85.247047471018,152,true
41.412366,-81.364356,153,false
41.581,-83.594,154,true
41.1392,-81.58154,155,true
38.881444,-90.924247,156,true
41.025951000017,-85.251042696121,157,false
41.254448,-81.16002,158,true
39.8879722,-83.213003,159,true
42.243530273438,-85.14949798584,160,true
39.464065551758,-119.79663085938,161,false
41.237,-83.684,162,false
42.345226287842,-82.964469909668,163,true
42.28430557251,-85.438331604004,164,true
41.5907,-83.779,165,true
41.6425,-81.175,166,true
42.4733822162,-84.812509934291,167,true
42.188419342041,-85.812393188477,168,false
41.534393881777,-84.939110560503,169,false
42.30525970459,-85.462448120117,170,false
41.864887237549,-84.527679443359,171,true
43.202524487601,-85.546069975599,172,true
42.348373920011,-85.740320338068,173,false
42.17760848999,-85.603820800781,174,true
42.328857421875,-85.672103881836,175,true
39.249956541917,-94.394865311308,176,false
47.521850585938,-113.66709136963,177,true
42.325496673584,-84.289680480957,178,true
41.37,-81.61,179,true
41.55,-83.85,180,true
47.520740509033,-113.66777801514,181,true
42.256782481103,-83.705864462643,182,true
42.89998626709,-82.470741271973,183,false
42.706916809082,-83.488395690918,184,false
39.590543,-82.60566,185,true
42.321018218994,-85.484390258789,186,false
44.818881127744,-85.459355884253,187,false
38.45,-90.66,188,true
38.69,-90.68,189,false
38.51,-90.58,190,false
38.642391204834,-90.563369750977,191,false
33.19829615629,-107.2543448184,192,true
41.221065,-81.527495,193,false
42.392948150635,-85.383262634277,194,true
41.6,-82.70396,195,true
41.618017,-83.644166,196,true
42.279476165771,-83.706741333008,197,true
46.509372711182,-90.089881896973,198,false
38.881785635527,-94.570562188483,199,false
39.307481,-119.833386,200,true
38.863620758057,-90.16739654541,201,false
42.358154296875,-85.59496307373,202,true
41.568,-81.427,203,true
39.488254547119,-119.89865112305,204,true
38.71,-90.4,205,true
41.43376159668,-85.247398376465,206,false
35.352676323784,-90.051142398768,207,false
42.322689056396,-85.5400390625,208,true
41.744457244873,-84.819137573242,209,false
41.203182220459,-85.038581848145,210,false
42.329265594482,-85.84294128418,211,false
38.668815612793,-90.543334960938,212,true
41.776018664164,-86.404509889739,213,true
41.376510620117,-85.425453186035,214,false
41.685206636669,-85.047112818426,215,true
41.6883,-81.1806,216,true
39.943,-82.81,217,false
42.30500793457,-83.753120422363,218,false
42.753589630127,-83.553749084473,219,false
40.756452,-84.05353,220,true
35.951438903809,-83.691970825195,221,false
41.618257,-83.791515,222,false
39.303215026855,-119.83257293701,223,false
42.251200978695,-85.604269521393,224,true
35.94176864624,-83.68839263916,225,true
42.375900268555,-85.523742675781,226,true
41.6111,-81.3311,227,false
39.06136784724,-94.290250048544,228,true
42.476393231561,-83.379856336027,229,true
41.40577,-83.456948,230,true
38.81,-90.18,231,true
42.758598327637,-83.079597473145,232,false
38.642829,-90.284316,233,false
41.81389,-81.11944,234,true
41.5833,-82.7,235,false
42.251537322998,-85.632820129395,236,false
41.723651862958,-85.367434417386,237,false
41.543884277344,-85.42781829834,238,true
35.08186889284,-106.67157714714,239,true
41.45,-81.728,240,true
40.101809,-82.899636,241,false
47.029445648193,-88.72624206543,242,false
42.293319631373,-83.749164915117,243,false
38.764839,-90.789485,244,true
39.056678194104,-94.334775902572,245,false
42.241796936,-83.710084727682,246,false
39.590141296387,-118.67086029053,247,true
40.15,-83.01,248,true
42.893238607253,-82.479043202353,249,true
41.115,-82.058,250,true
41.37865447998,-85.059143066406,251,false
44.649257659912,-85.473815917969,252,false
42.279678344727,-85.723083496094,253,true
40.75,-84.32747,254,false
42.149898529053,-84.054672241211,255,false
42.243637084961,-84.72966003418,256,false
42.942501089242,-83.383558476194,257,false
41.53533,-83.8449,258,false
42.267216290223,-83.781454009786,259,true
45.777450561523,-84.770240783691,260,false
41.776481723183,-86.404299036705,261,false
41.246589660645,-85.417762756348,262,true
42.616630515238,-83.19411052979,263,false
42.178672790527,-85.596641540527,264,true
42.300198554935,-83.751542207756,265,true
41.73148,-81.31853,266,false
42.96149437892,-82.427552009524,267,false
42.218411841024,-85.670474263424,268,false
35.603061676025,-83.787666320801,269,false
41.4426,-81.1811,270,true
